Mês,Real,Previsto,Erro,Erro %
2024-09,"9.618.017,14","-700.598,84","10.318.615,98","107,28"
2024-10,"18.494.083,48","-699.980,60","19.194.064,08","103,78"
2024-11,"12.044.066,58","-698.620,49","12.742.687,07","105,80"
2024-12,"13.134.159,67","-697.260,38","13.831.420,05","105,31"
2025-01,"48.354.849,72","-696.456,68","49.051.306,40","101,44"
2025-02,"12.398.796,34","-696.580,33","13.095.376,67","105,62"
2025-03,"9.813.160,45","-696.858,53","10.510.018,98","107,10"
2025-04,"13.791.370,45","-696.734,89","14.488.105,34","105,05"
2025-05,"27.582.986,71","-695.900,27","28.278.886,98","102,52"
2025-06,"10.199.391,58","-694.694,72","10.894.086,30","106,81"
2025-07,"32.393.045,57","-693.705,55","33.086.751,12","102,14"
2025-08,"18.276.677,33","-693.396,43","18.970.073,76","103,79"
