Mês,Real,Previsto,Erro,Erro %
2024-09,"115.019.904,10","107.447.055,92","7.572.848,18","6,58"
2024-10,"123.072.460,30","143.550.857,12","-20.478.396,82","-16,64"
2024-11,"113.220.066,70","122.570.613,90","-9.350.547,20","-8,26"
2024-12,"258.781.588,50","263.970.061,30","-5.188.472,80","-2,00"
2025-01,"87.533.358,17","80.799.912,67","6.733.445,50","7,69"
2025-02,"127.715.598,90","133.143.763,78","-5.428.164,88","-4,25"
2025-03,"159.396.032,50","114.948.591,35","44.447.441,15","27,88"
2025-04,"119.422.940,50","142.057.034,76","-22.634.094,26","-18,95"
2025-05,"121.821.381,20","143.499.423,81","-21.678.042,61","-17,79"
2025-06,"119.513.863,10","149.223.253,77","-29.709.390,67","-24,86"
2025-07,"148.585.280,90","119.660.347,67","28.924.933,23","19,47"
2025-08,"123.086.107,70","131.926.467,33","-8.840.359,63","-7,18"
