Mês,Real,Previsto,Erro,Erro %
2024-09,"341.115.836,80","351.591.715,18","-10.475.878,38","-3,07"
2024-10,"365.395.176,90","358.977.775,91","6.417.400,99","1,76"
2024-11,"463.400.809,40","405.441.448,62","57.959.360,78","12,51"
2024-12,"520.826.282,80","473.109.784,50","47.716.498,30","9,16"
2025-01,"487.837.096,50","486.262.254,58","1.574.841,92","0,32"
2025-02,"650.738.550,10","505.243.429,63","145.495.120,47","22,36"
2025-03,"429.325.841,60","474.292.653,33","-44.966.811,73","-10,47"
2025-04,"436.789.877,60","481.227.354,76","-44.437.477,16","-10,17"
2025-05,"556.698.875,30","502.621.944,79","54.076.930,51","9,71"
2025-06,"569.952.187,50","493.202.994,46","76.749.193,04","13,47"
2025-07,"350.936.072,50","363.186.386,30","-12.250.313,80","-3,49"
2025-08,"462.086.534,80","387.929.313,75","74.157.221,05","16,05"
