Mês,VP_HW,VP_ARIMA,VP_RN
2025-09,"62.900.463,27","61.555.401,42","68.634.329,46"
2025-10,"57.116.924,07","55.450.592,44","64.481.775,24"
2025-11,"67.129.717,14","59.495.975,59","69.159.423,92"
2025-12,"127.918.182,49","105.381.117,39","73.067.088,73"
2026-01,"50.667.788,44","51.828.535,73","65.938.005,08"
2026-02,"67.429.646,96","64.050.833,59","68.860.493,27"
2026-03,"69.380.722,17","65.936.520,74","68.983.959,61"
2026-04,"67.182.468,70","64.803.698,56","69.231.525,04"
2026-05,"67.629.665,94","64.741.435,36","69.795.906,34"
2026-06,"68.203.675,42","65.900.727,62","70.044.091,35"
2026-07,"69.335.853,13","66.131.179,95","70.148.713,45"
2026-08,"73.222.998,47","68.499.338,70","70.158.438,76"
