Mês,Real,Previsto,Erro,Erro %
2024-09,"35.717.325,02","32.863.909,18","2.853.415,84","7,99"
2024-10,"-371.397,79","28.338.879,90","-28.710.277,69","7.730,33"
2024-11,"31.421.738,27","25.529.048,32","5.892.689,95","18,75"
2024-12,"36.057.857,04","42.615.744,81","-6.557.887,77","-18,19"
2025-01,"94.242.999,91","138.749.409,42","-44.506.409,51","-47,23"
2025-02,"253.704.503,80","247.305.331,55","6.399.172,25","2,52"
2025-03,"125.049.925,50","246.193.317,19","-121.143.391,69","-96,88"
2025-04,"119.517.389,80","181.049.740,01","-61.532.350,21","-51,48"
2025-05,"122.743.853,10","110.975.466,36","11.768.386,74","9,59"
2025-06,"89.857.563,66","84.083.916,33","5.773.647,33","6,43"
2025-07,"75.047.592,41","80.867.200,70","-5.819.608,29","-7,75"
2025-08,"55.096.145,68","65.823.149,10","-10.727.003,42","-19,47"
