Mês,Real,Previsto,Erro,Erro %
2024-09,"630.640.321,50","696.675.526,06","-66.035.204,56","-10,47"
2024-10,"605.923.317,70","764.325.688,24","-158.402.370,54","-26,14"
2024-11,"739.901.394,60","805.857.349,69","-65.955.955,09","-8,91"
2024-12,"929.548.169,10","825.550.968,27","103.997.200,83","11,19"
2025-01,"748.112.336,70","797.166.518,78","-49.054.182,08","-6,56"
2025-02,"913.387.506,10","822.105.614,34","91.281.891,76","9,99"
2025-03,"715.439.823,00","763.661.911,02","-48.222.088,02","-6,74"
2025-04,"720.214.284,00","784.189.809,65","-63.975.525,65","-8,88"
2025-05,"838.388.853,80","805.734.936,29","32.653.917,51","3,89"
2025-06,"909.542.185,40","817.616.255,82","91.925.929,58","10,11"
2025-07,"634.121.373,60","786.395.592,41","-152.274.218,81","-24,01"
2025-08,"747.954.686,90","799.963.749,49","-52.009.062,59","-6,95"
