Mês,VP_HW,VP_ARIMA,VP_RN
2025-09,"631.856.571,55","601.110.794,17","667.052.561,50"
2025-10,"637.333.462,43","671.054.460,78","670.034.005,56"
2025-11,"710.377.965,73","681.365.320,68","673.395.898,65"
2025-12,"1.121.703.670,60","1.009.136.497,86","676.942.090,83"
2026-01,"582.972.088,82","583.942.059,93","671.180.569,44"
2026-02,"610.254.013,96","605.486.654,70","667.801.913,82"
2026-03,"704.643.950,99","690.557.455,64","669.865.199,26"
2026-04,"762.007.180,86","662.707.940,55","667.475.768,24"
2026-05,"714.299.015,57","683.140.354,73","673.022.260,92"
2026-06,"694.386.874,09","663.655.029,51","673.470.429,34"
2026-07,"840.335.114,43","710.915.605,43","674.487.932,68"
2026-08,"762.719.203,37","658.474.364,81","672.479.433,02"
