Mês,VP_HW,VP_ARIMA,VP_RN
2025-09,"43.622.896,98","42.453.115,37","118.371.655,46"
2025-10,"191.997.585,29","192.478.927,51","164.924.746,59"
2025-11,"36.770.723,07","36.830.041,36","33.860.508,76"
2025-12,"35.185.780,41","35.127.342,16","31.642.072,57"
2026-01,"79.939.450,87","80.116.435,30","31.937.227,97"
2026-02,"52.355.589,50","53.389.583,11","31.602.974,60"
2026-03,"28.291.658,57","28.515.161,49","31.193.271,48"
2026-04,"27.921.558,63","27.235.748,89","30.238.533,04"
2026-05,"28.034.268,00","26.391.392,83","28.806.840,95"
2026-06,"27.483.283,33","26.954.837,25","28.739.730,82"
2026-07,"31.916.003,64","31.420.741,17","30.294.495,59"
2026-08,"35.318.263,20","31.569.703,41","33.221.148,61"
