Mês,Real,Previsto,Erro,Erro %
2024-09,"11.376.272,77","15.520.479,53","-4.144.206,76","-36,43"
2024-10,"10.583.993,59","13.951.243,60","-3.367.250,01","-31,81"
2024-11,"9.510.234,15","13.216.265,89","-3.706.031,74","-38,97"
2024-12,"12.877.354,77","18.061.908,86","-5.184.554,09","-40,26"
2025-01,"304.807.103,50","278.808.338,85","25.998.764,65","8,53"
2025-02,"69.365.645,28","62.731.309,89","6.634.335,39","9,56"
2025-03,"73.739.784,86","67.970.453,90","5.769.330,96","7,82"
2025-04,"37.727.694,15","55.501.047,46","-17.773.353,31","-47,11"
2025-05,"20.492.288,70","33.421.722,54","-12.929.433,84","-63,09"
2025-06,"18.347.982,09","24.521.038,31","-6.173.056,22","-33,64"
2025-07,"18.577.819,30","24.128.114,93","-5.550.295,63","-29,88"
2025-08,"12.614.717,51","22.450.306,29","-9.835.588,78","-77,97"
