Mês,Real,Previsto,Erro,Erro %
2024-09,"35.717.325,02","45.263.778,26","-9.546.453,24","-26,73"
2024-10,"-371.397,79","52.748.387,84","-53.119.785,63","14.302,67"
2024-11,"31.421.738,27","42.029.564,94","-10.607.826,67","-33,76"
2024-12,"36.057.857,04","43.650.901,31","-7.593.044,27","-21,06"
2025-01,"94.242.999,91","108.248.124,39","-14.005.124,48","-14,86"
2025-02,"253.704.503,80","275.904.324,30","-22.199.820,50","-8,75"
2025-03,"125.049.925,50","136.816.632,12","-11.766.706,62","-9,41"
2025-04,"119.517.389,80","119.677.734,15","-160.344,35","-0,13"
2025-05,"122.743.853,10","115.807.058,06","6.936.795,04","5,65"
2025-06,"89.857.563,66","81.279.205,48","8.578.358,18","9,55"
2025-07,"75.047.592,41","80.905.543,13","-5.857.950,72","-7,81"
2025-08,"55.096.145,68","62.742.719,14","-7.646.573,46","-13,88"
