Mês,Real,Previsto,Erro,Erro %
2024-09,"387.381.511,90","349.125.209,64","38.256.302,26","9,88"
2024-10,"367.208.703,80","367.915.994,26","-707.290,46","-0,19"
2024-11,"372.866.519,90","423.614.771,92","-50.748.252,02","-13,61"
2024-12,"718.413.546,80","617.151.281,81","101.262.264,99","14,10"
2025-01,"360.260.849,20","339.451.868,44","20.808.980,76","5,78"
2025-02,"372.251.387,10","395.674.914,84","-23.423.527,74","-6,29"
2025-03,"376.478.758,40","374.503.671,89","1.975.086,51","0,52"
2025-04,"378.176.264,40","376.325.054,51","1.851.209,89","0,49"
2025-05,"380.796.883,80","381.575.731,30","-778.847,50","-0,20"
2025-06,"379.835.641,00","384.762.407,18","-4.926.766,18","-1,30"
2025-07,"395.732.814,40","390.224.820,10","5.507.994,30","1,39"
2025-08,"390.994.089,40","415.130.239,12","-24.136.149,72","-6,17"
