Mês,VP_HW,VP_ARIMA,VP_RN
2025-09,"455.440.999,12","455.097.332,78","443.392.365,12"
2025-10,"472.245.818,06","459.357.406,20","444.457.212,06"
2025-11,"461.155.891,54","460.393.653,34","445.810.765,75"
2025-12,"562.698.754,56","490.399.484,61","446.533.475,09"
2026-01,"417.078.197,36","460.454.412,52","442.774.808,22"
2026-02,"485.220.488,31","463.079.681,07","444.066.759,60"
2026-03,"476.443.621,48","476.151.180,28","443.917.822,91"
2026-04,"495.713.107,34","469.416.742,52","443.599.286,66"
2026-05,"495.360.289,18","472.702.086,49","443.856.419,61"
2026-06,"488.136.517,35","467.662.497,47","444.003.518,28"
2026-07,"493.001.350,46","486.631.824,64","445.366.250,29"
2026-08,"497.833.065,25","479.187.395,23","444.741.399,91"
