Mês,VP_HW,VP_ARIMA,VP_RN
2025-09,"580.720.121,48","565.850.471,54","557.719.730,37"
2025-10,"625.080.107,48","601.363.765,15","585.319.391,66"
2025-11,"760.533.257,03","735.814.445,71","749.549.582,79"
2025-12,"825.651.340,01","809.542.059,76","829.317.598,40"
2026-01,"795.993.490,80","780.010.440,24","829.024.308,63"
2026-02,"1.006.927.317,56","1.004.599.487,42","857.844.279,03"
2026-03,"688.050.855,00","689.649.796,83","713.566.735,20"
2026-04,"713.316.459,77","708.594.427,31","749.629.761,62"
2026-05,"845.819.983,92","855.841.016,57","840.405.616,58"
2026-06,"838.504.689,50","872.713.001,26","829.280.191,92"
2026-07,"571.866.785,13","589.604.821,36","582.834.113,08"
2026-08,"723.952.138,21","736.104.379,27","699.692.221,33"
