Mês,VP_HW,VP_ARIMA,VP_RN
2025-09,"238.107.194,72","240.612.241,90","186.553.546,13"
2025-10,"238.707.173,77","241.547.789,46","183.424.883,02"
2025-11,"241.270.796,05","242.380.669,76","209.470.472,18"
2025-12,"484.833.758,51","499.174.889,98","444.096.494,80"
2026-01,"159.713.568,77","158.748.756,85","149.511.316,26"
2026-02,"223.400.075,26","226.969.357,58","182.291.499,67"
2026-03,"236.316.902,75","233.972.138,39","193.284.262,50"
2026-04,"264.777.514,05","266.846.320,42","225.425.252,61"
2026-05,"249.597.205,82","250.739.442,89","214.829.347,93"
2026-06,"250.701.534,23","250.112.327,93","224.337.288,06"
2026-07,"257.831.093,57","256.505.764,76","218.439.801,54"
2026-08,"260.774.101,60","255.328.241,22","200.551.250,41"
