Mês,Real,Previsto,Erro,Erro %
2024-09,"585.264.078,80","628.631.543,20","-43.367.464,40","-7,41"
2024-10,"618.972.141,00","698.027.390,27","-79.055.249,27","-12,77"
2024-11,"804.516.587,00","781.950.122,75","22.566.464,25","2,80"
2024-12,"901.142.997,00","810.513.103,43","90.629.893,57","10,06"
2025-01,"757.644.957,50","781.937.030,27","-24.292.072,77","-3,21"
2025-02,"1.016.443.676,00","1.000.526.510,23","15.917.165,77","1,57"
2025-03,"669.421.071,10","609.522.570,60","59.898.500,50","8,95"
2025-04,"680.276.716,30","865.162.349,52","-184.885.633,22","-27,18"
2025-05,"867.760.669,60","816.100.908,71","51.659.760,89","5,95"
2025-06,"891.200.376,40","834.071.207,17","57.129.169,23","6,41"
2025-07,"547.138.892,90","657.448.656,08","-110.309.763,18","-20,16"
2025-08,"721.813.161,60","752.035.555,30","-30.222.393,70","-4,19"
