Mês,VP_HW,VP_ARIMA,VP_RN
2025-09,"497.091.102,22","491.935.012,44","488.424.977,92"
2025-10,"547.463.104,17","542.519.559,06","504.313.081,84"
2025-11,"672.041.846,54","640.064.508,64","686.802.854,81"
2025-12,"712.203.094,21","688.674.505,85","700.519.075,42"
2026-01,"621.806.791,38","598.609.746,61","657.827.203,12"
2026-02,"835.414.437,87","801.634.977,48","700.686.797,37"
2026-03,"591.899.387,93","583.516.818,00","592.285.343,91"
2026-04,"601.988.063,88","590.696.461,42","602.906.272,88"
2026-05,"683.444.064,91","667.071.657,97","701.214.657,94"
2026-06,"708.192.891,62","709.502.220,07","648.665.054,73"
2026-07,"507.860.003,43","515.112.176,75","469.903.776,42"
2026-08,"654.015.412,46","631.203.558,72","600.814.215,53"
