Mês,VP_HW,VP_ARIMA,VP_RN
2025-09,"79.252.180,09","77.808.945,01","66.743.888,90"
2025-10,"70.672.105,51","73.251.175,09","61.770.687,24"
2025-11,"77.127.787,65","72.950.610,31","59.326.317,18"
2025-12,"103.054.853,30","66.495.535,50","60.189.157,97"
2026-01,"62.658.440,61","66.954.930,06","61.027.544,04"
2026-02,"76.290.015,13","73.384.293,71","64.940.418,03"
2026-03,"82.694.470,95","78.339.665,75","70.960.538,87"
2026-04,"75.603.320,59","105.737.951,44","67.807.530,96"
2026-05,"73.606.366,04","88.521.038,93","60.575.632,10"
2026-06,"76.378.723,72","85.233.805,13","59.850.298,24"
2026-07,"75.181.572,16","87.450.694,03","58.831.026,59"
2026-08,"76.944.635,71","56.305.746,32","56.761.770,93"
