Mês,VP_HW,VP_ARIMA,VP_RN
2025-09,"1.138.787.760,07","1.018.696.844,66","431.859.135,16"
2025-10,"1.114.898.082,97","989.888.460,85","460.762.915,56"
2025-11,"907.833.728,44","750.325.113,97","559.648.073,74"
2025-12,"1.232.320.543,11","1.064.592.733,64","1.135.633.081,84"
2026-01,"11.278.279.595,79","11.173.896.538,60","8.965.731.922,88"
2026-02,"4.693.770.221,33","4.621.619.177,57","6.415.199.011,74"
2026-03,"3.607.732.663,85","3.552.051.544,25","4.028.160.772,03"
2026-04,"3.171.897.263,77","3.102.531.360,03","2.377.085.879,93"
2026-05,"2.853.324.270,60","2.780.599.068,20","1.419.838.853,78"
2026-06,"1.004.471.164,31","906.234.305,17","623.020.457,69"
2026-07,"1.243.057.609,08","1.142.671.232,64","532.340.235,30"
2026-08,"1.350.774.089,46","1.110.999.685,80","427.683.743,10"
