Mês,VP_HW,VP_ARIMA,VP_RN
2025-09,"43.008.133,29","41.334.666,91","6.696.973,19"
2025-10,"17.368.220,43","8.430.427,80","2.167.135,27"
2025-11,"42.033.183,41","36.544.012,50","3.819.244,05"
2025-12,"46.806.133,64","41.544.587,58","13.469.853,59"
2026-01,"105.671.617,48","96.717.260,50","60.267.498,83"
2026-02,"264.153.572,41","249.161.822,13","273.562.645,00"
2026-03,"135.741.894,31","129.104.859,53","111.176.428,34"
2026-04,"126.543.296,97","119.698.886,22","92.011.875,94"
2026-05,"128.214.045,61","125.397.852,72","69.050.064,75"
2026-06,"94.547.977,63","94.154.930,91","36.778.089,73"
2026-07,"81.959.613,45","79.679.850,25","13.301.991,59"
2026-08,"64.395.628,66","60.988.200,05","1.237.219,04"
