Mês,VP_HW,VP_ARIMA,VP_RN
2025-09,"125.769.488,50","130.769.101,91","154.131.747,67"
2025-10,"115.457.295,88","117.789.606,27","149.045.362,76"
2025-11,"99.096.055,12","100.786.044,27","96.110.789,96"
2025-12,"80.581.898,00","76.598.159,98","65.958.644,63"
2026-01,"127.250.290,11","117.905.272,68","124.647.224,19"
2026-02,"123.539.310,65","113.624.923,87","140.435.666,50"
2026-03,"165.699.534,12","157.163.653,76","155.793.002,90"
2026-04,"151.702.640,05","147.024.676,79","155.700.704,40"
2026-05,"156.810.836,28","156.033.406,88","155.729.632,78"
2026-06,"158.640.688,05","160.529.084,58","155.763.788,77"
2026-07,"169.242.211,97","174.056.569,66","155.819.477,15"
2026-08,"141.390.499,77","150.676.893,13","155.736.221,92"
