Mês,VP_HW,VP_ARIMA,VP_RN
2025-09,"940.045.967,62","911.010.453,56","944.454.554,13"
2025-10,"952.039.893,89","912.669.262,88","995.911.477,80"
2025-11,"1.097.905.116,86","1.077.928.249,26","1.111.873.351,01"
2025-12,"1.378.389.247,27","1.355.500.770,34","1.121.618.863,21"
2026-01,"1.025.972.423,73","975.526.363,31","1.032.989.510,10"
2026-02,"1.147.237.216,49","1.144.728.753,19","1.062.768.996,15"
2026-03,"991.968.347,48","980.538.292,40","1.000.082.903,86"
2026-04,"1.007.761.954,26","979.562.938,09","1.028.898.525,02"
2026-05,"1.073.668.636,45","1.059.845.628,11","1.078.247.417,55"
2026-06,"1.083.347.942,51","1.114.042.219,27","1.062.279.920,82"
2026-07,"977.789.899,56","961.738.725,77","941.011.341,01"
2026-08,"1.017.466.669,39","1.007.822.907,54","1.019.463.868,24"
