Mês,Real,Previsto,Erro,Erro %
2024-09,"1.293.674.235,00","1.474.969.332,11","-181.295.097,11","-14,01"
2024-10,"1.406.169.724,00","1.511.689.452,07","-105.519.728,07","-7,50"
2024-11,"1.522.316.362,00","1.517.952.829,08","4.363.532,92","0,29"
2024-12,"1.775.374.970,00","1.522.759.083,52","252.615.886,48","14,23"
2025-01,"1.567.006.840,00","1.515.767.575,56","51.239.264,44","3,27"
2025-02,"1.827.906.688,00","1.517.568.394,30","310.338.293,70","16,98"
2025-03,"1.342.075.355,00","1.511.556.293,38","-169.480.938,38","-12,63"
2025-04,"1.577.548.994,00","1.514.143.400,10","63.405.593,90","4,02"
2025-05,"1.599.106.975,00","1.518.550.096,46","80.556.878,54","5,04"
2025-06,"1.669.965.046,00","1.519.297.121,28","150.667.924,72","9,02"
2025-07,"1.384.058.341,00","1.514.873.662,24","-130.815.321,24","-9,45"
2025-08,"1.684.580.573,00","1.517.257.198,86","167.323.374,14","9,93"
