Mês,Real,Previsto,Erro,Erro %
2024-09,"87.380.261,18","93.819.564,49","-6.439.303,31","-7,37"
2024-10,"88.207.197,23","93.839.720,38","-5.632.523,15","-6,39"
2024-11,"53.648.792,01","93.936.890,10","-40.288.098,09","-75,10"
2024-12,"86.463.439,39","94.049.827,23","-7.586.387,84","-8,77"
2025-01,"87.444.568,19","93.398.352,14","-5.953.783,95","-6,81"
2025-02,"196.635.216,90","93.549.908,42","103.085.308,48","52,42"
2025-03,"113.870.255,00","93.634.760,15","20.235.494,85","17,77"
2025-04,"124.817.236,00","93.764.932,86","31.052.303,14","24,88"
2025-05,"91.568.438,19","93.824.136,21","-2.255.698,02","-2,46"
2025-06,"103.416.099,50","93.863.618,85","9.552.480,65","9,24"
2025-07,"112.070.051,20","93.734.032,50","18.336.018,70","16,36"
2025-08,"105.850.374,10","93.696.347,85","12.154.026,25","11,48"
