Mês,VP_HW,VP_ARIMA,VP_RN
2025-09,"8.276.659.005,27","7.952.062.449,31","8.470.844.054,25"
2025-10,"8.247.373.513,08","7.926.695.529,53","8.544.419.984,51"
2025-11,"8.546.293.912,60","8.262.069.803,37","9.029.305.275,50"
2025-12,"9.535.482.091,66","9.245.396.243,10","9.319.160.227,27"
2026-01,"10.591.409.944,89","10.453.568.158,21","9.369.638.551,02"
2026-02,"8.704.028.684,18","8.617.881.133,12","9.013.511.683,72"
2026-03,"8.944.758.233,58","8.497.096.788,23","8.915.587.582,42"
2026-04,"8.863.130.488,30","8.544.630.386,71","8.898.604.790,12"
2026-05,"8.780.633.727,30","8.229.463.442,13","8.769.626.620,22"
2026-06,"8.705.387.964,03","8.571.022.693,24","8.947.909.436,27"
2026-07,"8.665.677.907,54","8.219.885.109,54","8.851.086.006,38"
2026-08,"9.149.039.300,92","8.715.732.638,27","9.068.869.780,07"
