Mês,VP_HW,VP_ARIMA,VP_RN
2025-09,"13.405.393.221,87","13.749.862.754,20","13.565.492.756,26"
2025-10,"12.956.715.381,71","13.324.606.124,27","13.753.700.402,13"
2025-11,"13.536.033.765,45","13.981.652.333,43","13.923.142.955,29"
2025-12,"15.702.202.334,61","14.176.663.802,56","13.975.374.459,76"
2026-01,"15.560.220.055,82","14.732.774.939,70","13.982.189.158,49"
2026-02,"14.155.880.163,48","15.034.669.579,69","14.006.830.423,08"
2026-03,"14.194.100.124,34","14.183.473.787,69","13.957.731.651,88"
2026-04,"14.061.618.835,97","14.260.853.409,47","13.945.310.292,99"
2026-05,"14.039.302.417,85","14.292.080.494,10","13.908.697.536,27"
2026-06,"14.027.964.982,57","14.448.971.179,82","13.936.946.582,54"
2026-07,"13.925.698.624,07","14.313.493.819,26","13.841.477.505,87"
2026-08,"14.204.422.522,31","14.307.751.039,55","13.912.624.512,37"
