Mês,Real,Previsto,Erro,Erro %
2024-09,"233.608.398,40","228.403.792,79","5.204.605,61","2,23"
2024-10,"232.319.995,30","232.527.259,12","-207.263,82","-0,09"
2024-11,"272.404.317,10","236.209.237,45","36.195.079,65","13,29"
2024-12,"277.303.144,40","237.775.665,65","39.527.478,75","14,25"
2025-01,"400.544.205,60","232.268.340,86","168.275.864,74","42,01"
2025-02,"222.220.181,20","231.035.803,11","-8.815.621,91","-3,97"
2025-03,"224.892.062,20","230.750.101,45","-5.858.039,25","-2,60"
2025-04,"232.489.175,00","230.577.543,00","1.911.632,00","0,82"
2025-05,"228.106.922,40","231.788.550,58","-3.681.628,18","-1,61"
2025-06,"233.714.902,70","232.991.042,79","723.859,91","0,31"
2025-07,"264.378.071,50","232.886.077,05","31.491.994,45","11,91"
2025-08,"259.541.284,20","233.686.519,44","25.854.764,76","9,96"
