Mês,Real,Previsto,Erro,Erro %
2024-09,"964.961.442,50","1.158.785.160,47","-193.823.717,97","-20,09"
2024-10,"933.522.460,70","841.421.536,17","92.100.924,53","9,87"
2024-11,"706.187.206,90","623.292.260,54","82.894.946,36","11,74"
2024-12,"1.015.457.956,00","1.333.532.126,00","-318.074.170,00","-31,32"
2025-01,"11.086.006.010,00","8.942.730.140,49","2.143.275.869,51","19,33"
2025-02,"4.530.581.250,00","5.914.320.693,44","-1.383.739.443,44","-30,54"
2025-03,"3.466.366.305,00","2.837.073.003,18","629.293.301,82","18,15"
2025-04,"3.035.645.806,00","1.978.787.014,73","1.056.858.791,27","34,81"
2025-05,"2.718.091.303,00","1.325.214.523,40","1.392.876.779,60","51,24"
2025-06,"856.579.497,40","811.771.389,55","44.808.107,85","5,23"
2025-07,"1.087.627.570,00","1.076.593.374,29","11.034.195,71","1,01"
2025-08,"1.059.562.468,00","1.231.396.909,02","-171.834.441,02","-16,22"
