Mês,VP_HW,VP_ARIMA,VP_RN
2025-09,"3.656.054.444,54","3.784.726.936,51","3.732.447.597,59"
2025-10,"3.711.743.760,31","3.774.556.158,49","3.732.888.383,21"
2025-11,"4.017.175.166,98","3.860.011.106,54","3.748.723.196,73"
2025-12,"4.240.646.745,04","4.000.552.285,42","3.751.190.149,43"
2026-01,"3.991.873.430,41","3.880.591.542,29","3.751.969.385,11"
2026-02,"3.960.123.675,29","3.986.728.773,41","3.750.430.011,25"
2026-03,"3.792.209.116,14","3.969.132.912,56","3.741.212.962,07"
2026-04,"3.803.869.456,15","3.922.792.650,11","3.749.850.141,85"
2026-05,"3.982.649.030,65","3.979.170.503,68","3.754.718.942,16"
2026-06,"4.022.455.772,29","4.072.065.941,99","3.757.303.084,03"
2026-07,"4.016.880.642,85","4.179.860.756,58","3.757.984.517,38"
2026-08,"4.014.742.466,09","4.076.046.619,87","3.755.777.599,26"
