Mês,VP_HW,VP_ARIMA,VP_RN
2025-09,"380.267.867,63","369.857.492,87","363.303.362,05"
2025-10,"408.230.658,90","395.270.167,51","385.033.693,08"
2025-11,"511.431.172,32","501.368.976,62","512.153.108,11"
2025-12,"553.659.289,88","553.662.658,71","559.907.589,67"
2026-01,"500.564.533,10","498.976.494,29","548.640.773,18"
2026-02,"648.807.893,66","648.048.001,21","563.569.545,38"
2026-03,"435.671.862,07","435.950.757,70","443.451.763,58"
2026-04,"458.401.041,55","452.626.467,09","506.764.299,80"
2026-05,"540.230.470,84","545.814.439,27","559.456.351,22"
2026-06,"534.123.893,29","554.200.010,08","540.797.252,10"
2026-07,"369.348.330,60","373.077.086,98","360.955.167,08"
2026-08,"472.809.445,26","468.100.371,73","399.449.880,79"
