Mês,VP_HW,VP_ARIMA,VP_RN
2025-09,"15.517.339,07","15.517.339,07","15.517.339,07"
2025-10,"13.715.579,82","13.715.579,82","13.715.579,82"
2025-11,"9.412.387,86","9.412.387,86","9.412.387,86"
2025-12,"6.261.485,60","6.261.485,60","6.261.485,60"
2026-01,"13.696.384,01","13.696.384,01","13.696.384,01"
2026-02,"15.966.575,16","15.966.575,16","15.966.575,16"
2026-03,"15.926.625,75","15.926.625,75","15.926.625,75"
2026-04,"15.648.992,39","15.648.992,39","15.648.992,39"
2026-05,"15.064.639,14","15.064.639,14","15.064.639,14"
2026-06,"15.165.838,45","15.165.838,45","15.165.838,45"
2026-07,"15.966.424,58","15.966.424,58","15.966.424,58"
2026-08,"16.010.253,75","16.010.253,75","16.010.253,75"
