Mês,VP_HW,VP_ARIMA,VP_RN
2025-09,"129.616.609,30","132.004.644,63","132.090.485,31"
2025-10,"124.180.871,64","136.036.978,96","132.307.701,86"
2025-11,"133.898.520,43","137.632.296,62","132.314.456,56"
2025-12,"151.098.297,84","165.170.774,45","132.356.190,28"
2026-01,"112.652.159,00","121.587.631,44","131.822.238,09"
2026-02,"110.987.698,21","116.778.962,66","131.721.458,82"
2026-03,"121.535.994,21","121.671.267,45","131.847.704,22"
2026-04,"117.767.029,80","121.973.992,39","132.179.173,91"
2026-05,"122.424.987,83","123.605.013,70","132.208.341,32"
2026-06,"124.423.996,51","125.780.667,44","132.367.436,27"
2026-07,"127.690.309,20","124.181.713,18","132.382.399,94"
2026-08,"136.986.941,34","128.861.690,58","132.572.313,39"
