Mês,VP_HW,VP_ARIMA,VP_RN
2025-09,"343.702.189,85","343.702.189,85","343.702.189,85"
2025-10,"345.013.247,80","345.013.247,80","345.013.247,80"
2025-11,"370.057.953,49","370.057.953,49","370.057.953,49"
2025-12,"637.727.552,22","637.727.552,22","637.727.552,22"
2026-01,"350.857.985,05","350.857.985,05","350.857.985,05"
2026-02,"342.322.207,02","342.322.207,02","342.322.207,02"
2026-03,"339.110.778,27","339.110.778,27","339.110.778,27"
2026-04,"339.410.778,92","339.410.778,92","339.410.778,92"
2026-05,"343.466.567,38","343.466.567,38","343.466.567,38"
2026-06,"350.903.369,69","350.903.369,69","350.903.369,69"
2026-07,"349.218.857,83","349.218.857,83","349.218.857,83"
2026-08,"340.424.943,75","340.424.943,75","340.424.943,75"
