Mês,VP_HW,VP_ARIMA,VP_RN
2025-09,"653.049,09","653.049,09","653.049,09"
2025-10,"653.112,94","653.112,94","653.112,94"
2025-11,"653.294,20","653.294,20","653.294,20"
2025-12,"653.724,15","653.724,15","653.724,15"
2026-01,"653.467,89","653.467,89","653.467,89"
2026-02,"653.168,20","653.168,20","653.168,20"
2026-03,"653.012,72","653.012,72","653.012,72"
2026-04,"653.083,62","653.083,62","653.083,62"
2026-05,"652.994,84","652.994,84","652.994,84"
2026-06,"653.134,96","653.134,96","653.134,96"
2026-07,"653.111,68","653.111,68","653.111,68"
2026-08,"652.402,06","652.402,06","652.402,06"
