Mês,Real,Previsto,Erro,Erro %
2024-09,"11.376.272,77","50.791.259,80","-39.414.987,03","-346,47"
2024-10,"10.583.993,59","51.358.806,60","-40.774.813,01","-385,25"
2024-11,"9.510.234,15","52.858.841,46","-43.348.607,31","-455,81"
2024-12,"12.877.354,77","54.716.134,93","-41.838.780,16","-324,90"
2025-01,"304.807.103,50","55.802.571,83","249.004.531,67","81,69"
2025-02,"69.365.645,28","21.295.784,11","48.069.861,17","69,30"
2025-03,"73.739.784,86","20.795.068,25","52.944.716,61","71,80"
2025-04,"37.727.694,15","20.077.189,86","17.650.504,29","46,78"
2025-05,"20.492.288,70","19.686.319,70","805.969,00","3,93"
2025-06,"18.347.982,09","19.682.366,34","-1.334.384,25","-7,27"
2025-07,"18.577.819,30","19.806.328,89","-1.228.509,59","-6,61"
2025-08,"12.614.717,51","20.005.117,12","-7.390.399,61","-58,59"
