Mês,VP_HW,VP_ARIMA,VP_RN
2025-09,"9.467.769,95","16.686.698,01","-1.686.988,05"
2025-10,"15.311.016,22","16.686.698,01","-1.685.813,41"
2025-11,"80.470.096,23","16.686.698,01","-1.682.011,28"
2025-12,"16.305.044,63","16.686.698,01","-1.680.094,76"
2026-01,"12.393.826,34","16.686.698,01","-1.683.556,86"
2026-02,"9.211.269,85","16.686.698,01","-1.683.278,66"
2026-03,"9.201.888,22","16.686.698,01","-1.682.196,75"
2026-04,"14.496.130,92","16.686.698,01","-1.680.434,79"
2026-05,"39.457.748,32","16.686.698,01","-1.677.900,04"
2026-06,"11.607.228,02","16.686.698,01","-1.674.036,09"
2026-07,"12.052.047,74","16.686.698,01","-1.674.437,94"
2026-08,"9.288.361,49","16.686.698,01","-1.673.356,03"
