Mês,VP_HW,VP_ARIMA,VP_RN
2025-09,"63.179.155,43","64.231.439,05","57.860.292,57"
2025-10,"70.062.723,94","69.804.094,01","58.845.291,31"
2025-11,"71.346.146,67","71.211.416,84","61.652.118,61"
2025-12,"129.910.454,54","130.124.401,49","67.761.688,27"
2026-01,"51.027.987,40","51.585.969,84","54.277.163,30"
2026-02,"64.364.597,89","64.965.694,38","56.349.908,99"
2026-03,"67.800.411,00","68.085.832,77","57.250.877,75"
2026-04,"67.126.796,87","67.212.298,75","57.607.936,22"
2026-05,"70.426.604,22","70.441.082,44","58.263.857,20"
2026-06,"70.648.687,12","70.590.866,37","58.844.476,97"
2026-07,"75.030.649,22","75.021.075,27","59.881.724,93"
2026-08,"74.927.496,02","69.658.989,70","56.889.598,52"
